Varlik,Sembol,AlisFiyati,Adet,StopLoss,KarAl
BİM (BIST),BIMAS.IS,413.75,24.169184290030213,393.0625,455.12500000000006
Astor Enerji,ASTOR.IS,349.0,28.653295128939828,331.55,383.90000000000003
Microsoft,MSFT,505.3299865722656,19.7890492662658,480.06348724365233,555.8629852294922
Apple,AAPL,314.1000061035156,31.836993969062114,298.3950057983398,345.5100067138672
Ons Altın,GC=F,4662.39990234375,2.1448181643477393,4429.2799072265625,5128.639892578125
